id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
72505,"April 27, 2012 3:12:01 PM PDT",2012-04-27,2012-04-27 22:12:01 UTC,Pacific Time (US & Canada),false,181,rademacherdan,2012-04-30 17:56:33 UTC,2015-05-13 03:14:11 UTC,research,CC-BY,http://www.inaturalist.org/observations/72505,https://static.inaturalist.org/photos/109027/medium.jpg,"",In gun emplacement pond,false,1,0,false,,"Mill Valley, Marin County, California, United States of America",37.8367347717,-122.5442428589,10,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
101651,2012-07-13,2012-07-13,,Pacific Time (US & Canada),false,7876,chanze,2012-07-14 23:34:16 UTC,2016-05-01 04:03:51 UTC,research,CC-BY,http://www.inaturalist.org/observations/101651,https://static.inaturalist.org/photos/147151/medium.JPG,"Eaton Canyon, Newt",Found this Newt under water near rocks and a fallen tree on the waterfall hike at the Eaton Canyon Natural Area. Lots of mosquitoes were on the surface of the water.  ,true,6,0,false,,eaton canyon park,34.1848423,-118.0954422,811,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
112652,"April 07, 2007 10:00",2007-04-07,2007-04-07 17:00:00 UTC,Pacific Time (US & Canada),false,5692,justin2,2012-08-14 15:26:14 UTC,2016-07-29 11:13:24 UTC,research,CC-BY,http://www.inaturalist.org/observations/112652,https://static.inaturalist.org/photos/160688/medium.jpg?1444554132,"",California Newt (Taricha torosa) in Trabuco Canyon.,false,3,0,false,,"Trabuco Canyon, California, United States",33.683818,-117.515215,,,,"",California Newt,Taricha torosa,California Newt,Amphibia,27818
128845,2012-08-26,2012-08-26,,Pacific Time (US & Canada),false,8488,seakay,2012-10-01 05:24:58 UTC,2016-09-23 01:07:24 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/128845,https://static.inaturalist.org/photos/181999/medium.JPG?1349069185,"",We see newts in this pond year-round (though in much larger numbers in the spring),false,1,0,false,,"sanborn county park, ca",37.2345590534,-122.0657751117,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
136063,2012-01-02,2012-01-02,,Pacific Time (US & Canada),false,8778,gyrrlfalcon,2012-10-16 15:10:43 UTC,2016-09-23 01:08:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/136063,https://static.inaturalist.org/photos/189332/medium.JPG?1350400340,"",Part of the Mt. Hamilton CBC. The fellow who picked this up is a famous naturalist.,false,1,0,false,,Ranch above Mt. Hamilton Observatory,37.356718158,-121.5900707245,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
136710,2012-05-10,2012-05-10,,Pacific Time (US & Canada),false,10394,barefeet,2012-10-17 20:58:16 UTC,2015-11-12 03:23:46 UTC,research,,http://www.inaturalist.org/observations/136710,https://static.inaturalist.org/photos/190063/medium.JPG?1350507661,"","Newts observed far from water source, using trail. Normally at stream app. 50 meters away / 20 meters lower altitude.
Seemed healthy, happy to share the trail.",false,3,0,false,,"",34.1409731362,-118.9498624206,,,,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
142757,2012-11-01,2012-11-01,,Pacific Time (US & Canada),false,642,biosam,2012-11-02 18:11:30 UTC,2015-09-29 17:16:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/142757,https://static.inaturalist.org/photos/198983/medium.jpg?1352074472,"",Lots of terrestrial phase newts seen on the trail and a few seen in ponds.,false,1,0,false,,Marin County,37.9432182251,-122.6089935726,367,,,manual,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
142844,2012-11-02,2012-11-02,,Pacific Time (US & Canada),false,2620,jecervan,2012-11-02 20:15:50 UTC,2015-05-14 20:16:08 UTC,research,CC-BY-ND,http://www.inaturalist.org/observations/142844,https://static.inaturalist.org/photos/197743/medium.JPG?1351887377,"","",false,2,0,false,,Pepperwood Preserve,38.5769732675,-122.6889604233,273,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
143879,2012-11-01,2012-11-01,,Pacific Time (US & Canada),false,642,biosam,2012-11-05 00:16:11 UTC,2015-09-29 17:16:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/143879,https://static.inaturalist.org/photos/198985/medium.jpg?1352074599,"","",false,2,0,false,,Marin County,37.9395291452,-122.6131134456,1299,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
145301,2012-11-05,2012-11-05,,Pacific Time (US & Canada),false,2548,pwpreserve,2012-11-08 23:18:07 UTC,2014-06-30 07:53:43 UTC,needs_id,,http://www.inaturalist.org/observations/145301,https://static.inaturalist.org/photos/200731/medium.jpg?1352416775,"","",false,0,0,false,,"",38.58396,-122.69464,10,,,,california newt,Taricha torosa,California Newt,Amphibia,27818
145305,2012-11-05,2012-11-05,,Pacific Time (US & Canada),false,2548,pwpreserve,2012-11-08 23:22:47 UTC,2014-10-19 20:43:44 UTC,research,,http://www.inaturalist.org/observations/145305,https://static.inaturalist.org/photos/200734/medium.jpg?1352416975,"","",false,1,0,false,,"",38.583053,-122.696477,10,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
149284,"October 25, 2012 11:30:17 AM PDT",2012-10-25,2012-10-25 18:30:17 UTC,Pacific Time (US & Canada),false,9638,antnat,2012-11-17 15:38:30 UTC,2015-05-13 02:41:23 UTC,research,CC-BY,http://www.inaturalist.org/observations/149284,https://static.inaturalist.org/photos/205642/medium.jpg?1353166900,"","",false,2,0,false,,"",37.91571125,-122.25984345,10,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
149522,2012-11-17 12:41:05,2012-11-17,2012-11-17 20:41:05 UTC,Pacific Time (US & Canada),false,1,kueda,2012-11-18 03:23:12 UTC,2014-10-19 20:57:29 UTC,research,CC0,http://www.inaturalist.org/observations/149522,https://static.inaturalist.org/photos/205916/medium.jpg?1444453919,"","I realise this is sort of a borderline <i>Taricha</i>, so if you think it's granulosa, please let me know why! Eyes were fairly protuberant and dark pigment didn't really extend below the eye, but apparently these are both variable traits.  Head shape seemed pretty <i>T. torosa</i>-like, too.",false,3,0,false,,"California, US",37.1788388522,-122.261918559,789,obscured,,"",California Newt,Taricha torosa,California Newt,Amphibia,27818
153614,2012-11-27,2012-11-27,,Pacific Time (US & Canada),false,2873,jmaughn,2012-11-28 01:26:48 UTC,2014-11-26 17:41:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/153614,https://static.inaturalist.org/photos/210863/medium.jpg?1444459334,"","",false,1,0,false,,"California, US",37.1872281427,-122.1700800853,1330,obscured,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
154800,2012-11-29,2012-11-29,,Pacific Time (US & Canada),false,2873,jmaughn,2012-11-30 07:56:50 UTC,2014-10-19 21:13:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/154800,https://static.inaturalist.org/photos/212031/medium.jpg?1444460034,"","",false,1,0,false,,"Quail Hollow Ranch County Park, Santa Cruz Co. CA",37.0870873,-122.0638586,1330,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
155892,2012-12-01,2012-12-01,,Pacific Time (US & Canada),false,2873,jmaughn,2012-12-02 08:50:43 UTC,2014-11-26 17:41:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/155892,https://static.inaturalist.org/photos/213160/medium.jpg?1444461263,"","",false,1,0,false,,"California, US",37.1812521374,-122.0073998657,1330,obscured,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
156905,2012-12-03,2012-12-03,,Pacific Time (US & Canada),false,2873,jmaughn,2012-12-04 06:50:14 UTC,2014-11-26 17:40:17 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/156905,https://static.inaturalist.org/photos/214120/medium.jpg?1444462326,"","",false,1,0,false,,"California, US",37.0591229902,-122.1696010438,1330,obscured,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
158128,Tue Dec 04 2012 15:04:03 GMT-0800 (PST),2012-12-04,2012-12-04 23:04:03 UTC,Pacific Time (US & Canada),false,4721,lindynik,2012-12-05 23:14:12 UTC,2015-05-13 03:35:53 UTC,research,CC-BY,http://www.inaturalist.org/observations/158128,https://static.inaturalist.org/photos/215291/medium.jpg?1354749469,"","",false,2,0,false,,"Pepperwood Ranch Rd, Santa Rosa, California, US",38.5685861667,-122.6876988833,17,,,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
161684,2012-12-12,2012-12-12,,Pacific Time (US & Canada),false,2873,jmaughn,2012-12-13 06:12:55 UTC,2014-11-26 17:40:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/161684,https://static.inaturalist.org/photos/218359/medium.jpg?1444467351,"","",false,1,0,false,,Santa Cruz Co. CA,37.0870873,-122.0638586,1330,,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
165270,2012-12-20,2012-12-20,,Pacific Time (US & Canada),false,2873,jmaughn,2012-12-21 00:56:04 UTC,2014-11-26 17:40:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/165270,https://static.inaturalist.org/photos/221296/medium.jpg?1444472998,"","",false,1,0,false,,"California, US",37.1952705902,-122.3784505927,12150,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
165526,2012-12-21,2012-12-21,,Pacific Time (US & Canada),false,2873,jmaughn,2012-12-22 01:38:56 UTC,2014-11-26 17:40:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/165526,https://static.inaturalist.org/photos/221768/medium.jpg?1444473381,"","",false,1,0,false,,"California, US",37.1915852364,-122.3665912821,,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
165884,Sat Dec 22 2012 16:20:37 GMT-0800 (PST),2012-12-22,2012-12-23 00:20:37 UTC,Pacific Time (US & Canada),false,28,tiwane,2012-12-23 04:26:37 UTC,2017-01-18 05:53:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/165884,https://static.inaturalist.org/photos/222165/medium.jpg?1356236812,"","",false,2,0,false,,"94563, Orinda, California, US",37.852892,-122.190263,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
167013,Mon Dec 17 2012 09:30:39 GMT-0800 (PST),2012-12-17,2012-12-17 17:30:39 UTC,Pacific Time (US & Canada),false,2620,jecervan,2012-12-26 18:45:11 UTC,2014-10-19 21:44:14 UTC,research,CC-BY-ND,http://www.inaturalist.org/observations/167013,https://static.inaturalist.org/photos/223386/medium.jpg?1356547578,"","",false,1,0,false,,,38.570019,-122.689318,65,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
169064,2012-12-28,2012-12-28,,Pacific Time (US & Canada),false,2873,jmaughn,2012-12-29 01:45:54 UTC,2014-11-26 17:40:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/169064,https://static.inaturalist.org/photos/225303/medium.jpg?1444479015,"","",false,1,0,false,,"California, US",37.048174612,-122.1421912212,1330,obscured,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
179055,2012-12-22,2012-12-22,,Pacific Time (US & Canada),false,9365,taj,2013-01-13 09:13:52 UTC,2015-05-13 02:41:06 UTC,research,CC-BY,http://www.inaturalist.org/observations/179055,https://farm9.staticflickr.com/8235/8374417365_7e17d92412.jpg,"","",false,1,0,false,,"Sibley Volcanic Regional Preserve, CA",37.853608,-122.200759,2052,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
179056,2012-12-22,2012-12-22,,Pacific Time (US & Canada),false,9365,taj,2013-01-13 09:14:24 UTC,2015-05-13 02:41:06 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/179056,https://farm9.staticflickr.com/8468/8375492166_1580fed26b.jpg,"",aquatic phase,false,0,0,false,,"Sibley Volcanic Regional Preserve, CA",37.853608,-122.200759,2052,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
182928,2010-6-15,2010-06-15,,Pacific Time (US & Canada),false,11882,screws,2013-01-19 04:55:04 UTC,2015-05-13 02:40:56 UTC,research,,http://www.inaturalist.org/observations/182928,https://static.inaturalist.org/photos/237683/medium.jpg?1444584996,"","",false,2,0,false,,"Briones Regional Park, California",37.9465049385,-122.1276922168,1818,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
188982,2013-01-30  1100,2013-01-30,2013-01-30 19:00:00 UTC,Pacific Time (US & Canada),true,910,icosahedron,2013-01-30 20:34:18 UTC,2015-05-13 02:40:42 UTC,research,CC-BY,http://www.inaturalist.org/observations/188982,https://static.inaturalist.org/photos/243074/medium.JPG?1359578108,"","This little pond right at the junction of Spring Lake and Annadale was alive with Newts. Tons of egg masses were also present; I'd presume the result of their activities. The female in the pix was quite visibly gravid...so, already fertilized?",false,1,0,false,,Annandale Park,38.4516562502,-122.6446402073,,,,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
189718,2013-01-27 16:14:22,2013-01-27,2013-01-28 00:14:22 UTC,Pacific Time (US & Canada),false,1,kueda,2013-02-01 07:31:10 UTC,2016-10-26 18:02:49 UTC,research,CC0,http://www.inaturalist.org/observations/189718,https://static.inaturalist.org/photos/243968/medium.jpg?1444593433,"",One of several in breeding mode in Arroyo Viejo Creek.,false,2,0,false,,"Knowland Park, Oakland, California, US",37.753827,-122.147662,,,,"",California Newt,Taricha torosa,California Newt,Amphibia,27818
190778,2013-02-02 14:25:36,2013-02-02,2013-02-02 22:25:36 UTC,Pacific Time (US & Canada),false,1,kueda,2013-02-03 07:51:40 UTC,2015-05-13 02:40:40 UTC,research,CC0,http://www.inaturalist.org/observations/190778,https://static.inaturalist.org/photos/245395/medium.jpg?1444596214,"","I'll grant this is a bit granulosa-ish, but the eyes were protuberant and the nose was pointed.",false,1,0,false,,"Las Trampas Regional Wilderness, CA, USA",37.816227,-122.046748,,,,"",California Newt,Taricha torosa,California Newt,Amphibia,27818
191328,2013-02-03,2013-02-03,,Pacific Time (US & Canada),false,2873,jmaughn,2013-02-04 05:33:08 UTC,2016-09-23 01:13:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/191328,https://static.inaturalist.org/photos/245958/medium.jpg?1444596648,"","",false,1,0,false,,United States,37.1844799716,-121.7781281195,737735,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
193052,2013-02-05,2013-02-05,,Pacific Time (US & Canada),false,2873,jmaughn,2013-02-06 19:30:14 UTC,2016-09-23 01:13:57 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/193052,https://static.inaturalist.org/photos/247234/medium.jpg?1444598805,"","",false,1,0,false,,"Santa Clara County, US-CA, US",37.1418078455,-121.6228417433,,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
196586,2013-02-11,2013-02-11,,Pacific Time (US & Canada),false,28,tiwane,2013-02-12 05:40:42 UTC,2016-11-19 20:13:04 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/196586,https://static.inaturalist.org/photos/250767/medium.jpg?1444657822,"","Pretty sure it's torosa, it's got big bright eyes and the dorsal and ventral contrast isn't so great.  Slight brown under the eyes is throwing me. Didn't get an overhead shot.  ",true,1,0,false,,"Tennesse Valley, California",37.8518023065,-122.5378771939,,,,,Taricha torosa,Taricha torosa,California Newt,Amphibia,27818
197296,2013-02-12,2013-02-12,,Pacific Time (US & Canada),false,2873,jmaughn,2013-02-13 07:59:50 UTC,2016-11-19 20:14:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/197296,https://static.inaturalist.org/photos/251461/medium.jpg?1444658916,"",Adults and egg cases.,false,2,0,false,,"Santa Clara County, US-CA, US",37.1439367736,-121.7926131535,,obscured,,manual,California Newt,Taricha torosa,California Newt,Amphibia,27818
199806,2013-02-16,2013-02-16,,Pacific Time (US & Canada),false,2873,jmaughn,2013-02-16 20:08:34 UTC,2014-10-19 23:13:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/199806,https://static.inaturalist.org/photos/253696/medium.jpg?1444661146,"","",false,1,0,false,,"California, US",37.1476966694,-122.1444211599,1330,obscured,,google,California Newt,Taricha torosa,California Newt,Amphibia,27818
200481,2013-02-17,2013-02-17,,Pacific Time (US & Canada),false,477,loarie,2013-02-18 03:02:55 UTC,2015-05-13 03:13:04 UTC,research,CC0,http://www.inaturalist.org/observations/200481,https://static.inaturalist.org/photos/254560/medium.jpg?1444662417,"",You can tell they are not rough-skinned which lay eggs singly not in masses like this,false,2,0,false,,Pepperwood Preserve,38.5825597067,-122.697442174,4,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
200548,Sun Feb 17 2013 13:28:41 GMT-0800 (PST),2013-02-17,2013-02-17 21:28:41 UTC,Pacific Time (US & Canada),false,12671,blankets4,2013-02-18 05:28:42 UTC,2015-05-14 20:45:29 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/200548,https://static.inaturalist.org/photos/254667/medium.jpg?1361165910,"","",false,2,0,false,,"1921–2199 Pepperwood Preserve Rd, Healdsburg, California, US",38.5775,-122.6938333333,,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
200592,Sun Feb 17 2013 13:30:37 GMT-0800 (PST),2013-02-17,2013-02-17 21:30:37 UTC,Pacific Time (US & Canada),false,12808,beatrizarostegui,2013-02-18 05:58:24 UTC,2015-05-14 20:45:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/200592,https://static.inaturalist.org/photos/254714/medium.jpg?1361167181,"","",false,1,0,false,,"1921–2199 Pepperwood Preserve Rd, Healdsburg, California, US",38.5776666667,-122.6938333333,,,,,California newt,Taricha torosa,California Newt,Amphibia,27818
200614,Sun Feb 17 2013 14:45:51 GMT-0800 (PST),2013-02-17,2013-02-17 22:45:51 UTC,Pacific Time (US & Canada),false,12808,beatrizarostegui,2013-02-18 05:58:28 UTC,2015-05-14 20:45:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/200614,https://static.inaturalist.org/photos/254760/medium.jpg?1361167612,"","",false,1,0,false,,"95404, Healdsburg, California, US",38.5826666667,-122.6973333333,,,,,California Newt (Taricha torosa),Taricha torosa,California Newt,Amphibia,27818
